@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute outputs-1 {0,1,2,3}

@data
421,'2024/04/25 18:10:55:649',12,724.938049,349.527405,-0.001126,69.549194,19.298248,8.565218,121.256775,67.170837,11.668813,156.430054,118.552856,14.666037,186.872925,156.844116,17.725853,96.304382,157.05864,0.715853,111.349304,226.058624,1.32775,117.256042,273.567963,3.003732,121.636108,314.503326,4.639132,51.807983,167.145752,0.073396,69.80188,239.684769,0.020245,79.781555,292.507019,3.074542,88.870056,336.063538,5.877584,9.975159,164.47876,0.896887,22.95697,229.681152,2.170389,31.682007,275.024841,6.063918,40.99353,311.673706,9.238276,29.364075,151.668564,2.867768,28.00592,202.451752,4.535652,25.802429,237.668915,7.064502,20.511658,271.498077,9.139432,2
422,'2024/04/25 18:10:55:753',12,724.938049,349.527405,-0.001126,69.549194,19.298248,8.565218,121.256775,67.170837,11.668813,156.430054,118.552856,14.666037,186.872925,156.844116,17.725853,96.304382,157.05864,0.715853,111.349304,226.058624,1.32775,117.256042,273.567963,3.003732,121.636108,314.503326,4.639132,51.807983,167.145752,0.073396,69.80188,239.684769,0.020245,79.781555,292.507019,3.074542,88.870056,336.063538,5.877584,9.975159,164.47876,0.896887,22.95697,229.681152,2.170389,31.682007,275.024841,6.063918,40.99353,311.673706,9.238276,29.364075,151.668564,2.867768,28.00592,202.451752,4.535652,25.802429,237.668915,7.064502,20.511658,271.498077,9.139432,2
423,'2024/04/25 18:10:55:770',12,729.892761,351.230957,-0.001081,70.288208,21.86142,8.900263,121.139709,70.552063,11.944533,156.03009,121.929459,14.753519,187.716797,160.780273,17.607986,94.862976,156.73912,0.403719,111.478455,226.643524,0.715214,118.31012,273.55957,2.107904,123.282166,313.522461,3.450011,49.991394,167.169998,0.77668,67.595276,240.863678,1.382815,77.193726,293.020844,1.14266,86.133423,336.184418,3.516586,8.10321,165.265076,0.447667,19.534607,231.840607,0.185576,27.080994,277.514984,3.390266,35.620483,314.451294,6.110775,30.770203,153.355392,1.093212,31.344055,205.807037,2.13782,30.531311,241.588913,4.104577,26.640808,275.910767,5.748894,2
424,'2024/04/25 18:10:55:863',12,729.807129,349.633789,-0.001179,70.613281,22.34137,7.99298,120.634216,70.602478,11.032452,154.799622,120.584244,14.070835,185.774109,156.827545,17.236193,93.080627,155.699966,1.187079,109.578857,224.694382,2.192796,115.879089,271.047363,4.01465,119.949036,310.854553,5.664644,48.138,165.404068,0.809227,65.051636,238.6073,1.128902,73.637207,290.496063,4.081643,81.096924,333.702759,6.657661,6.023987,162.39946,1.812396,15.740784,227.828766,3.17832,21.343933,273.024597,6.733686,27.973694,309.902588,9.643379,33.213196,148.727325,3.900562,36.414185,199.081421,5.626301,37.707092,234.263763,7.994305,35.817383,268.764435,9.877584,2
425,'2024/04/25 18:10:55:872',12,728.223145,350.443665,-0.001138,69.780334,22.001556,7.953531,119.125671,70.276154,11.105155,152.260071,120.808456,14.237629,181.982239,157.573303,17.485641,90.995911,154.907806,1.974316,108.073669,224.60376,3.138358,114.758179,271.485779,4.983844,119.173462,311.857574,6.63601,46.267944,164.60672,1.683439,63.536682,238.958221,2.16503,72.382385,291.966614,5.046524,79.910278,336.155945,7.51001,4.439819,161.468811,2.709749,14.030212,227.974426,4.093139,19.2146,274.729889,7.410253,25.353882,313.154846,10.12073,34.543579,147.530594,4.807541,38.9823,198.553864,6.502597,41.711304,234.623169,8.733541,41.181091,270.549469,10.468185,2
426,'2024/04/25 18:10:55:973',12,731.561462,351.79361,-0.001095,71.19342,22.331299,7.825699,121.479187,71.638367,10.846486,155.787476,122.75473,13.947753,186.930237,159.732315,17.198143,92.466309,156.451752,1.169798,109.234741,226.919861,2.10893,115.763977,273.510437,3.939601,120.03833,313.390808,5.609193,47.904175,165.750107,0.938515,65.013794,240.69873,1.264825,73.41864,293.077637,4.155407,80.551453,336.832947,6.592527,6.223511,162.476135,2.06918,15.975586,229.122223,3.204975,20.848022,275.179474,6.50285,26.674622,313.28714,9.241704,32.648804,148.694321,4.298116,36.469788,199.645935,5.767588,38.830627,235.057831,7.966102,37.983093,270.639374,9.714609,2
427,'2024/04/25 18:10:55:980',12,731.785278,352.519592,-0.001167,71.371826,21.786255,7.366827,121.773071,70.246124,10.179948,156.558594,121.197067,12.900037,187.519836,157.455444,15.730526,91.780029,154.733017,1.685299,110.309692,226.914215,2.348368,117.339233,273.428955,3.754827,121.827271,312.603027,4.971158,46.484741,164.631943,1.020783,64.877197,241.130676,1.054053,73.678284,292.987335,3.357994,80.971985,335.907379,5.240149,4.339661,162.178238,1.524758,14.709229,229.9496,2.25845,19.574341,275.708252,5.079174,25.163818,313.068634,7.359394,34.07843,149.484238,3.018679,38.434937,201.46257,3.993419,40.992126,236.766724,5.822592,40.400024,271.741821,7.202165,2
428,'2024/04/25 18:10:56:080',12,731.785278,352.519592,-0.001167,71.371826,21.786255,7.366827,121.773071,70.246124,10.179948,156.558594,121.197067,12.900037,187.519836,157.455444,15.730526,91.780029,154.733017,1.685299,110.309692,226.914215,2.348368,117.339233,273.428955,3.754827,121.827271,312.603027,4.971158,46.484741,164.631943,1.020783,64.877197,241.130676,1.054053,73.678284,292.987335,3.357994,80.971985,335.907379,5.240149,4.339661,162.178238,1.524758,14.709229,229.9496,2.25845,19.574341,275.708252,5.079174,25.163818,313.068634,7.359394,34.07843,149.484238,3.018679,38.434937,201.46257,3.993419,40.992126,236.766724,5.822592,40.400024,271.741821,7.202165,2
429,'2024/04/25 18:10:56:088',12,731.953674,352.641296,-0.001098,71.574768,20.27536,7.318501,121.858398,66.982819,10.194395,155.772766,117.131577,12.991364,185.029785,153.014084,15.860397,93.618225,152.525116,1.95916,111.47467,224.614609,2.84735,118.27655,271.31427,4.321768,122.41095,310.887543,5.613505,48.497864,163.249619,1.558352,67.21698,239.741623,1.916928,76.258545,292.287659,4.481358,83.390503,335.564301,6.624986,5.972046,161.420639,2.319971,16.96405,229.663727,3.579029,22.529785,276.261169,6.797617,28.419861,313.992218,9.361872,33.26355,149.145859,4.032686,37.546875,201.64505,5.454612,39.96814,237.752533,7.57409,39.368164,273.186768,9.208033,2
430,'2024/04/25 18:10:56:193',12,732.28418,353.658569,-0.001108,71.246643,19.837738,7.379117,121.785278,66.890076,10.288091,156.00238,117.517792,13.108086,185.320068,153.107056,15.992334,93.396973,152.424667,2.322346,111.798462,224.68013,3.295898,119.010437,271.565369,4.819515,123.621582,311.301453,6.189573,48.414246,163.768005,1.955126,67.500366,240.347351,2.338317,76.797668,293.178009,4.859221,83.941345,336.668701,7.00033,6.005798,162.152161,2.744161,16.968567,230.202057,4.053096,22.195007,276.842651,7.314913,27.617004,314.765625,9.94558,33.167419,149.565231,4.488534,37.523682,201.524567,6.026246,40.192749,237.141663,8.206659,40.114746,272.290405,9.881996,2
431,'2024/04/25 18:10:56:203',12,734.631287,355.665588,-0.001073,71.835938,20.894196,6.120926,122.582031,67.248169,8.795592,157.534668,117.423218,11.35068,187.256409,153.370407,13.920878,90.522095,152.720612,3.116255,109.619324,224.648209,4.509979,118.066711,271.006897,6.256769,123.50116,309.76828,7.742283,46.12085,164.005676,3.004122,64.970215,240.848282,4.082976,74.724487,292.838989,6.685711,81.826782,334.715881,8.793563,4.638855,162.210556,3.754963,14.327454,230.411728,5.572733,19.084717,276.568787,8.76653,23.807739,313.097595,11.223251,32.974915,149.402969,5.231406,38.172913,201.90506,7.118177,40.34491,237.618454,9.317041,40.078064,271.695557,10.93807,2
432,'2024/04/25 18:10:56:305',12,734.224487,355.973846,-0.001078,71.263428,22.592865,6.475966,121.196472,70.08078,9.318206,156.021851,120.584671,12.122082,186.906311,156.615234,14.991385,88.613831,152.924728,3.113017,107.275635,225.010086,4.766085,115.735046,271.462769,6.802016,121.397644,310.399597,8.525248,44.618103,163.568634,3.175769,62.585388,240.880569,4.453386,71.69342,293.224976,7.321939,78.328674,335.689362,9.643457,3.490723,161.397339,4.20963,12.072632,230.034927,6.185278,15.696228,276.573364,9.614594,19.548401,313.934235,12.299318,33.938354,148.309021,6.04086,40.167969,200.74263,8.127398,43.46228,236.288239,10.519711,44.249023,270.844543,12.328045,2
433,'2024/04/25 18:10:56:313',12,736.491211,354.883972,-0.00107,69.435913,21.562378,6.756954,119.207153,67.192993,9.80042,154.782837,116.133469,12.718749,185.68573,151.463776,15.695618,90.010315,152.895279,3.268723,110.134766,223.98703,4.777189,119.599121,269.960693,6.679273,125.984985,308.073059,8.326213,46.370605,163.928787,3.065777,64.914856,240.541122,4.057946,74.687805,291.885437,6.737368,82.149597,332.804535,8.97193,5.460693,162.095749,3.857917,14.080566,229.941422,5.664183,18.223816,275.166992,8.968903,22.707764,310.654266,11.532704,31.827393,149.669205,5.462976,37.772278,201.704575,7.477779,40.408325,236.645157,9.792596,40.373291,269.735535,11.501581,2
434,'2024/04/25 18:10:56:414',12,735.798096,354.647095,-0.001059,69.796082,22.49408,6.923655,119.300293,69.035522,9.924478,154.589905,118.539154,12.786704,185.655579,154.495392,15.691685,89.673462,153.717178,2.944789,109.098267,225.369949,4.300601,117.729492,271.567322,6.078617,123.420776,309.896576,7.611958,45.68634,164.030258,2.576482,63.594116,240.74176,3.385857,72.579773,291.907776,5.958454,79.675903,333.064453,8.112694,4.666748,161.892624,3.243227,12.971008,229.6922,4.770308,16.691956,274.634979,7.881994,21.141479,310.174805,10.358061,32.543579,149.441559,4.766438,38.301941,201.629608,6.518111,40.928162,236.630539,8.68386,40.719971,269.854279,10.310191,2
435,'2024/04/25 18:10:56:424',12,735.411011,354.513489,-0.001052,68.274658,23.299774,6.328746,116.542297,70.397736,9.135257,151.0755,120.253494,11.847235,181.809814,156.159058,14.618101,86.871277,152.71019,3.165327,107.075928,223.889465,4.691328,116.508606,270.225189,6.579895,123.005798,308.855927,8.196237,43.486328,162.878799,2.981371,61.432617,239.720352,3.99334,70.872864,291.616272,6.582919,78.298279,333.350708,8.779968,2.959045,160.475113,3.717707,10.81073,228.299057,5.370739,14.534668,274.023254,8.524786,19.011841,310.190735,11.062643,33.790588,147.692245,5.217091,39.892273,199.448334,7.033908,42.52356,234.26828,9.220791,42.285522,267.372131,10.882069,2
436,'2024/04/25 18:10:56:525',12,737.122681,352.666748,-0.001033,66.79126,23.622803,7.173485,115.063232,69.72937,10.639215,150.805298,117.586273,14.004599,183.70874,152.309845,17.509438,86.522278,152.43251,4.375559,107.238953,223.351212,6.483393,117.334045,269.864929,8.709287,124.625061,308.906097,10.589089,43.183044,161.849014,4.309551,62.225098,237.957123,5.987083,72.783325,290.030701,9.085716,81.256165,331.847137,11.661273,2.595947,159.117584,5.250579,11.470825,226.224579,7.519701,16.243713,272.089386,11.161472,21.664429,308.393433,14.054859,34.476196,146.377487,7.027664,40.057739,197.6539,9.401874,42.111877,232.710724,11.991678,41.075867,266.155518,13.968773,2
437,'2024/04/25 18:10:56:534',12,735.568848,353.033081,-0.001025,65.540283,23.281586,8.18552,112.880188,69.996948,12.106871,147.451599,118.776398,15.819084,180.014465,154.57608,19.622549,85.605103,152.890472,5.100599,105.435364,223.399948,7.428751,114.932007,270.152832,9.821132,121.831055,309.724701,11.839709,41.858337,162.209946,4.821284,60.15509,237.888123,6.564575,70.259705,290.428833,9.806404,78.641846,332.975464,12.549893,0.942383,159.272537,5.678631,9.319885,226.314301,8.025066,13.712402,272.548248,11.770109,18.942261,309.606628,14.800921,36.749329,146.203247,7.489898,42.860168,197.2771,9.989823,45.608582,232.537857,12.67623,45.171143,266.684143,14.765317,2
438,'2024/04/25 18:10:56:658',12,738.064392,352.891541,-0.001041,64.925232,23.174652,8.911967,111.824951,69.566772,13.258807,146.095154,118.404602,17.311712,179.166626,155.547989,21.496975,86.494629,152.479294,5.88911,105.309265,222.254013,8.683475,114.476746,269.398071,11.433277,121.33783,309.644623,13.729478,43.738464,161.856018,5.481185,61.784424,236.659851,7.664955,71.706726,289.871033,11.27515,80.161926,333.472351,14.387427,3.516846,158.943436,6.255594,12.097534,225.585449,9.068291,16.623718,272.535278,13.195091,22.052795,310.481476,16.577572,33.811829,145.995102,8.032722,38.967102,197.061691,10.92529,41.160034,232.680069,13.854338,40.243225,267.212341,16.201178,2
439,'2024/04/25 18:10:56:667',12,740.731812,350.540649,-0.001064,65.323608,23.046295,8.566474,112.440063,67.733002,12.811049,146.987488,115.024704,16.796331,179.498474,150.590164,20.878181,87.385681,150.952789,5.859078,106.272278,220.296127,8.783201,115.776123,267.478363,11.598148,122.904968,307.722046,13.938807,45.141968,160.831131,5.586244,63.326843,235.479965,7.940596,73.703979,288.798279,11.661463,82.653992,332.265594,14.902988,5.333801,158.394257,6.452818,13.917175,224.788544,9.549687,18.997253,271.598572,13.895854,25.098572,309.149139,17.406254,31.508179,145.987747,8.262278,35.938599,196.888687,11.391454,37.146118,232.283142,14.43785,35.111938,266.231506,16.872641,2
440,'2024/04/25 18:10:56:777',12,743.140381,348.83429,-0.001044,66.618286,22.941742,8.695981,113.871765,66.027618,13.185433,147.810425,112.813171,17.313477,179.097961,148.789261,21.427084,89.070129,148.898468,6.9205,106.924316,218.619308,10.357667,115.985657,266.20224,13.379059,122.608276,306.86969,15.805037,46.678223,159.022491,6.627723,64.461121,234.148056,9.59086,74.614685,287.85965,13.580592,83.3078,331.558197,17.027893,6.708679,157.108231,7.417381,15.324463,223.983551,11.113167,21.021301,271.021179,15.725842,27.588989,308.605652,19.37035,30.213013,145.584137,9.102296,33.828552,197.166931,12.679196,34.111938,233.031311,15.92751,31.224365,266.995483,18.518152,2
441,'2024/04/25 18:10:56:793',12,743.758728,349.163635,-0.001058,67.373962,23.041595,8.02119,114.621216,66.293579,12.267926,147.890076,113.563263,16.218487,177.722717,149.502319,20.124231,88.325867,148.266983,6.732985,105.929749,218.086136,10.204436,115.251526,265.673828,13.283906,121.973694,306.316986,15.760533,46.398926,158.349075,6.718024,63.97113,233.798737,9.788173,74.332214,287.855499,13.848629,82.858948,331.545837,17.365604,6.839844,156.286316,7.695888,15.26062,223.343857,11.526719,20.776001,270.606049,16.215956,26.941101,308.25415,19.903101,29.695068,144.395767,9.477132,33.165833,195.950363,13.173995,33.354187,231.780334,16.489435,30.588379,265.679321,19.141844,2
442,'2024/04/25 18:10:56:924',12,742.423523,348.883942,-0.001014,67.317383,24.220764,8.444709,113.850159,67.477905,12.942801,146.947693,114.846115,17.001881,177.328857,151.517532,20.964149,86.407837,148.116501,7.610456,102.580811,218.671646,11.402441,111.065002,266.674652,14.636969,117.211609,307.770599,17.178259,44.651611,157.322952,7.308721,60.965149,233.318695,10.809603,70.756775,287.409241,15.082479,79.115051,331.383728,18.721376,5.523926,154.744461,7.965722,13.133667,221.966751,12.114527,18.933411,269.367676,16.956179,25.630371,307.274445,20.715206,30.157227,142.621964,9.428071,33.531494,194.309036,13.25618,33.115662,230.18866,16.608374,29.656555,264.064941,19.293909,2
443,'2024/04/25 18:10:56:936',12,744.264343,348.602814,-0.001042,67.722412,23.761078,7.939124,114.41803,65.987305,12.248045,148.057495,113.090042,16.000198,177.963013,149.207947,19.568071,84.694702,146.467163,8.038602,101.894409,217.81488,11.800797,111.483826,266.3927,14.915466,118.384583,307.578674,17.273159,43.114929,155.693741,7.492854,59.100281,232.589752,10.920817,69.610962,286.938202,14.968019,78.574524,330.662933,18.440121,4.645752,153.121216,7.75394,11.589783,220.174591,11.806946,17.45697,266.993713,16.585848,24.17572,303.877747,20.24535,29.628784,141.435089,8.697907,32.72644,192.306976,12.415178,31.512085,227.169556,15.709756,27.417725,259.431,18.326046,2
444,'2024/04/25 18:10:57:073',12,745.200256,348.905273,-0.001071,68.602051,23.162292,7.707274,115.402283,65.021393,12.021973,148.444275,112.521286,15.728678,177.159607,149.275146,19.254927,86.141235,144.775665,8.657769,103.580078,216.592087,12.602248,113.105225,265.700012,15.807798,119.795776,307.261383,18.197378,44.202698,154.262543,8.061782,60.369385,231.686401,11.749307,70.824036,286.756592,15.824288,79.507446,331.037445,19.287041,5.39624,152.054626,8.160892,12.423462,219.48027,12.345289,18.232239,267.028992,17.123728,24.712158,304.418488,20.762396,29.051086,140.8909,8.873427,32.203735,192.048355,12.649852,30.866272,227.262726,15.963833,26.735596,259.661896,18.575798,2
445,'2024/04/25 18:10:57:094',12,744.141846,348.261322,-0.001037,68.632263,23.528992,7.750549,114.942505,65.240265,12.308285,148.25708,111.366486,16.344296,178.226013,147.10199,20.257288,83.82428,145.933746,9.075365,99.836487,217.475128,13.413218,108.316956,266.590973,16.87631,113.897095,308.337128,19.467798,42.338318,154.288803,8.704959,56.529358,231.582245,12.92593,65.173096,286.211792,17.305899,72.125061,330.174133,20.949543,4.172607,151.000397,9.034159,9.319702,217.938461,13.55408,13.562744,265.194092,18.468348,18.600037,302.377533,22.241472,29.483582,138.566681,9.988427,33.222168,189.414154,14.011669,32.216431,224.652924,17.464449,28.729431,257.040314,20.211447,2
446,'2024/04/25 18:10:57:189',12,743.415344,348.428864,-0.001025,68.031616,23.874176,7.235718,114.910461,66.063263,11.445549,148.348572,112.633804,15.191129,178.230713,147.6996,18.806181,83.002075,145.562057,8.398853,99.35376,216.875748,12.421901,108.064819,265.697479,15.661019,113.896729,307.188141,18.04435,42.053284,154.664459,8.102095,57.180786,231.578369,12.042369,66.557129,286.088654,16.174,73.861938,330.139465,19.505117,4.210999,151.995331,8.482018,9.138611,219.107254,12.699602,13.20282,266.825836,17.404497,17.982971,304.712524,20.949734,29.02594,139.756744,9.44315,32.24054,191.215744,13.273939,30.952637,226.672943,16.579042,27.409729,259.518768,19.13607,2
447,'2024/04/25 18:10:57:201',12,743.336365,347.416443,-0.000958,67.588074,23.85611,7.237844,114.07843,65.267303,11.473778,147.641357,110.854477,15.277492,177.628296,145.129044,18.954313,82.106995,144.149887,8.580493,99.910767,214.784851,12.728148,109.993164,263.157745,16.108168,117.225647,304.343384,18.655916,41.647583,153.725037,8.491321,57.196594,230.75174,12.586468,67.059692,285.420837,16.846075,74.962952,329.472656,20.345959,4.360229,151.404694,9.062008,10.055908,218.837799,13.480806,14.76239,266.967468,18.230305,20.232971,305.215729,21.854174,28.725891,139.12175,10.234643,33.004333,190.639816,14.14954,32.29834,226.248413,17.442783,29.01123,259.350037,20.026239,2
448,'2024/04/25 18:10:57:294',12,744.837463,347.539276,-0.000961,67.844421,23.698853,7.47433,114.440369,64.295898,11.800789,148.664063,109.717651,15.491588,179.338318,145.040588,19.006878,81.578979,143.54924,9.386929,99.580566,215.477631,13.5688,109.937195,264.335175,16.800289,117.384949,305.552582,19.140837,41.342163,153.225952,8.792477,57.06073,231.605896,12.86304,67.201233,286.299744,16.873756,75.550232,330.395844,20.158428,4.722046,151.43718,8.762556,11.105652,219.88974,13.019156,16.38385,268.159607,17.48177,22.350525,306.302399,20.855959,27.34552,140.388351,9.316404,30.912964,193.091125,12.968668,29.709412,229.069458,16.013733,25.950684,262.004791,18.379416,2
449,'2024/04/25 18:10:57:303',12,744.946411,348.441742,-0.000962,67.409729,23.690125,8.016552,114.265198,65.183197,12.560055,149.117493,110.501053,16.634527,180.927063,145.549072,20.616684,82.580994,146.37558,8.519821,99.832275,217.65271,12.642066,109.413757,266.549561,15.96212,116.329468,308.096893,18.48571,41.82251,155.304169,8.184896,57.279297,232.2547,12.09613,66.884216,286.669708,16.342581,75.002014,330.601746,19.924438,4.475037,152.695419,8.646723,10.829224,220.038223,12.973731,15.92218,267.539124,17.740639,21.890747,305.172485,21.438614,28.579102,140.768768,9.81821,31.554138,192.908661,13.728336,29.9245,228.790039,17.040987,25.722473,261.75705,19.679249,2
450,'2024/04/25 18:10:57:403',12,744.051392,349.054626,-0.000999,67.667908,24.302795,8.018587,114.325928,66.095825,12.477446,148.697388,112.068665,16.361874,179.924438,148.007294,20.086103,81.493347,146.891129,8.65093,97.471985,218.907013,12.692546,106.330139,267.820679,15.865453,112.626953,309.016052,18.20686,40.835388,155.63324,8.032755,55.188782,233.403595,11.804571,64.353455,287.605927,15.828003,72.223572,331.23349,19.202791,3.875916,153.081909,8.164561,9.582275,221.116028,12.325569,14.628967,268.544708,16.876259,20.58197,305.975952,20.365055,28.528442,141.376129,8.98697,31.497559,194.360626,12.713855,29.66272,230.349548,15.848321,25.389771,263.092194,18.301756,2
451,'2024/04/25 18:10:57:413',12,743.488098,348.18808,-0.001011,68.06488,24.989502,6.920518,114.825806,67.616943,10.954518,149.17804,113.642639,14.548083,180.765259,148.490265,17.958181,81.049011,146.660141,8.353027,97.35675,218.389374,12.356421,106.178833,266.693237,15.488928,112.323792,307.536987,17.787247,40.574341,155.194458,8.140454,55.11853,233.013641,12.162357,64.114441,286.888153,16.122753,71.425293,330.352325,19.292601,3.706726,152.325485,8.517549,9.492859,220.179337,12.680081,14.428833,267.676147,16.954659,20.05365,305.397491,20.184134,28.619873,139.788467,9.476797,31.792419,192.236847,13.074681,30.074524,227.987762,16.022917,26.061218,260.838226,18.291475,2
452,'2024/04/25 18:10:57:515',12,744.528076,347.75708,-0.00101,68.288879,24.43689,7.4326,114.948059,66.082031,11.611322,148.785156,112.329514,15.118112,179.40033,148.037903,18.383486,81.596863,145.14856,9.091359,97.936829,217.412384,13.104105,106.815857,266.123779,16.170141,113.049072,307.059845,18.343554,40.954468,154.340012,8.267315,55.375122,232.617188,12.127028,64.628906,286.606964,15.895518,72.458862,330.182465,18.940084,4.179749,152.241425,8.003331,9.917969,220.488724,11.941753,15.157166,268.031982,16.081614,21.250916,305.598083,19.212671,27.765381,140.946777,8.335322,30.686584,193.765747,11.697871,28.705322,229.466797,14.507862,24.352051,261.937805,16.663828,2
453,'2024/04/25 18:10:57:522',12,741.310059,347.93927,-0.001043,66.131836,25.979279,7.644187,111.883362,68.917023,11.945231,145.892151,114.452087,15.838477,177.573853,148.855728,19.644007,79.920044,147.237396,8.004674,95.829163,218.337051,11.968983,104.583801,266.751648,15.179822,110.848328,307.850494,17.554285,40.051819,155.537735,7.61614,54.305786,232.352905,11.347056,63.244995,286.108551,15.332991,70.655579,329.988007,18.532635,3.683105,152.777878,8.000982,8.596924,219.909302,11.879827,13.217041,267.654694,16.213028,18.736755,306.137207,19.531883,28.223816,140.709366,9.098033,30.916077,192.888809,12.607481,28.859436,228.52121,15.584066,24.523315,261.697998,17.869596,2
454,'2024/04/25 18:10:57:635',12,741.535828,348.069061,-0.001043,66.912048,25.656006,7.658394,112.633362,68.055328,12.133581,146.710083,113.242081,16.152905,178.51947,147.877441,20.047693,79.503296,146.047882,9.124329,95.251282,217.402298,13.611269,104.040527,266.255951,17.113125,110.345032,307.765747,19.674755,39.545776,153.953705,8.860462,52.970642,231.605148,13.282964,61.475403,286.184906,17.584665,68.584167,330.665833,21.022694,3.310364,150.87001,9.274286,7.962097,218.325058,13.731602,12.442566,266.816406,18.327587,17.836121,305.844513,21.839931,28.396729,138.361481,10.360489,31.802429,190.476151,14.220606,30.045837,226.476105,17.392122,25.931091,259.903412,19.855118,2
455,'2024/04/25 18:10:57:641',12,743.547852,348.383575,-0.001063,66.79364,25.927734,7.246272,113.003906,68.759674,11.19429,147.671814,114.677658,14.716748,179.371155,149.511032,18.082989,79.660767,147.275467,7.504918,96.413269,218.889099,11.2285,106.333923,267.092834,14.293991,113.880432,307.626282,16.584564,40.2453,156.081787,7.121439,55.168396,233.752411,10.659201,65.146484,287.508423,14.537509,73.671387,330.98642,17.722553,4.462585,153.803391,7.454192,10.737427,221.784149,11.222341,16.652405,269.594513,15.512032,23.367554,307.711487,18.825726,26.968689,142.33139,8.45944,29.058716,195.126053,11.804832,26.333374,230.85025,14.699666,21.177124,263.667847,16.964024,2
456,'2024/04/25 18:10:57:732',12,742.281433,348.141296,-0.001082,66.715576,26.784027,6.724298,112.58374,70.077148,10.647356,146.668457,115.648483,14.31395,177.884949,149.785492,17.879204,78.765198,147.834534,7.61313,93.899231,218.822128,11.709067,102.793335,266.925476,15.000749,109.457214,307.689819,17.469051,39.646118,155.933701,7.747826,53.136963,233.165558,11.836664,62.121643,287.255554,15.965161,69.65387,331.001892,19.322296,4.023804,152.715103,8.558741,9.134888,220.01683,12.836357,14.355225,268.450073,17.335102,20.372437,307.223938,20.808771,27.547058,139.84938,9.984569,30.322632,191.683167,13.736924,28.0448,227.579132,16.849871,23.386597,260.893646,19.302849,2
457,'2024/04/25 18:10:57:739',12,743.235474,348.879913,-0.001031,66.492737,26.83194,6.911978,112.201965,70.062469,10.895686,145.834106,115.59462,14.700094,176.721436,150.1716,18.450153,79.267273,149.200592,7.22892,93.957092,219.8918,11.302359,102.702881,268.006622,14.635382,109.328064,308.714508,17.211508,40.121094,157.316193,7.546637,53.262756,234.125793,11.506774,61.88678,288.262695,15.678821,69.227112,331.833313,19.181597,4.2099,153.844696,8.646129,8.771179,221.277466,12.969688,13.416199,269.726654,17.506998,18.982178,308.34552,21.07556,28.078979,140.595047,10.411647,31.740967,192.829132,14.335594,30.246155,229.150848,17.522694,26.312866,262.779816,20.068916,2
458,'2024/04/25 18:10:57:847',12,743.894165,347.65451,-0.001079,67.140625,26.729126,6.757752,113.144836,69.267181,10.666699,147.417847,114.030487,14.339037,178.847961,147.666473,17.920038,79.990784,147.668549,7.479605,95.484802,218.64711,11.593571,104.72113,266.573639,14.887286,111.664368,306.900482,17.371815,40.860168,155.960342,7.671485,54.352905,233.199707,11.715895,63.255188,286.963196,15.813245,70.834778,330.202454,19.206196,5.077271,152.856567,8.580423,9.753723,220.312836,12.878717,14.548706,268.390472,17.361217,20.283936,306.635254,20.865324,26.768188,140.050278,10.119988,30.247437,192.120819,13.945145,28.434326,228.093689,17.083698,24.220764,261.244568,19.584757,2
