@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute outputs-1 {0,1,2,3}

@data
197,'2024/04/25 18:10:24:505',7,278.037872,446.690643,0.000639,48.325653,6.259979,2.975755,95.582779,15.2323,4.947427,110.222519,57.278046,7.804541,89.39975,88.965973,6.639618,92.587265,73.123718,8.022512,122.42543,81.598022,20.270699,101.955399,50.340576,27.261196,83.935104,44.946838,16.681595,70.989349,83.874542,3.604548,99.307541,86.098358,22.058935,73.188187,49.096466,20.540802,54.373749,49.169281,7.115313,45.481369,91.860931,5.024067,75.492508,87.140594,30.29529,52.266342,49.875153,25.142233,32.930435,53.59314,12.482899,18.26004,95.407349,14.002409,51.002243,88.337006,26.489094,37.9021,59.200409,20.400141,19.155121,60.10022,12.264735,1
198,'2024/04/25 18:10:24:592',7,279.592133,446.175446,0.000807,48.652328,6.499939,2.336093,95.706512,15.410248,3.844362,111.600922,55.171509,7.011981,92.733749,82.806396,7.573722,94.417618,73.147369,9.517231,126.346542,79.331146,19.821142,106.087067,50.867004,29.257229,86.639786,46.491302,20.970495,73.11235,84.234314,4.567113,103.438095,84.844421,21.837582,78.822617,50.213074,22.567205,60.311142,50.610687,10.447946,47.527664,92.119781,4.676922,79.134872,85.105011,30.085335,56.585236,49.696411,25.708414,37.186081,53.668304,13.39065,19.852295,94.78125,14.146078,52.546677,85.344513,27.951015,39.73082,57.568573,22.451368,21.255127,59.213013,14.201463,1
199,'2024/04/25 18:10:24:602',7,277.995636,446.341766,0.000952,46.772369,5.603485,2.364119,94.792313,15.798004,5.504039,112.057556,56.101379,10.298849,94.565353,88.523987,11.345852,93.91684,76.33493,8.816404,123.268204,80.078339,18.858097,102.201965,51.109955,24.964308,83.116547,46.937836,15.501265,72.129517,86.623016,3.13206,101.114304,83.90741,23.193024,74.393799,48.14386,21.094482,55.758972,49.136444,8.035008,46.385666,93.881683,6.846873,77.719269,82.892303,32.339966,53.0345,46.790253,25.665682,33.59584,52.18335,12.565708,18.980499,96.141632,17.154459,52.24733,83.77301,31.093048,37.865814,54.97818,24.346388,18.961487,57.753235,15.765333,1
200,'2024/04/25 18:10:24:703',7,280.037018,445.98288,0.001064,47.036743,7.016357,2.038268,95.447952,14.255463,4.615483,114.257736,54.046478,9.064294,99.136353,86.183838,10.468903,95.43071,76.33429,10.37855,125.220398,80.38382,16.306025,105.80336,52.755341,23.554508,87.355652,48.210846,15.653017,73.568314,87.050446,4.540299,103.719971,84.765839,21.441111,78.400101,48.921021,21.219772,59.956909,49.035309,9.75896,47.922974,94.244263,5.52147,79.909576,83.116241,30.324116,55.717621,46.692352,24.921797,36.26033,51.068176,12.675645,20.365662,96.267609,15.913605,53.676636,83.484802,29.773386,39.733841,54.340485,24.099968,21.019928,56.361511,16.070606,1
201,'2024/04/25 18:10:24:717',7,277.47995,447.34314,0.000906,48.077759,5.629639,1.535243,95.856949,16.748535,3.880945,112.843964,57.740692,8.046491,94.278336,89.276062,9.160247,91.986374,77.73645,9.739658,122.90126,81.193024,18.196583,102.570847,51.413361,25.793304,83.344772,46.785065,17.369318,70.052353,88.064819,4.081111,100.715698,85.098389,21.74544,74.9328,48.803894,20.723259,55.910126,49.572021,8.497009,44.446518,94.838898,5.762892,77.622864,84.279633,30.375803,53.870804,47.895752,24.77211,34.139114,52.661224,12.549891,17.239471,96.586365,15.846432,51.720016,84.572235,29.395502,38.118362,55.684265,23.323149,19.179291,57.909119,15.359196,1
202,'2024/04/25 18:10:24:817',7,278.480804,447.348816,0.000879,48.267288,7.537384,1.84858,96.827652,14.320648,3.459056,113.550919,56.024841,6.750023,93.661667,87.741516,7.165211,95.448029,75.806824,10.624042,126.224457,80.658966,17.710293,105.113647,50.901978,26.342369,85.088638,46.41217,18.170389,73.834656,86.802307,5.238903,103.465424,85.488739,20.519773,77.089569,48.90274,20.139284,57.1716,49.569427,7.990315,48.004105,94.422089,4.510407,79.815338,85.826385,29.311121,55.566971,48.464325,24.495434,35.006592,52.753326,12.315297,19.950439,97.083466,14.598895,53.79129,86.398804,28.235697,39.710175,56.803619,22.841105,20.095551,58.663544,15.007111,1
203,'2024/04/25 18:10:24:834',7,277.694489,447.831207,0.000745,49.297928,5.154053,0.662628,96.9953,17.387726,1.958206,112.202393,59.037964,5.287195,91.148834,89.438721,5.848478,92.548645,77.186493,9.698697,124.581146,81.586731,19.147161,102.848816,50.439117,26.862827,82.769501,46.030182,17.526836,71.156418,87.250458,3.682025,102.457581,85.697205,22.571079,75.600616,49.395325,20.98358,55.272812,50.304565,7.982279,45.894485,94.272339,6.468445,79.383102,86.037048,31.657135,55.527451,49.255463,26.104839,34.869171,54.557251,13.834963,18.514404,96.378357,16.883467,53.960526,86.60376,30.107853,40.070602,57.820587,23.881111,20.105042,60.357513,15.920703,1
204,'2024/04/25 18:10:24:943',7,277.532837,446.87149,0.0008,48.409134,4.942108,1.386998,96.064835,17.172974,2.869244,111.189941,57.694763,6.019178,89.945465,87.188507,5.72368,92.943008,75.968964,9.913981,124.186966,80.317993,18.896505,102.900742,50.122742,26.354668,83.085922,45.815399,16.78228,71.594574,85.869232,4.27233,101.737686,83.897247,21.744989,75.348892,48.843506,20.080236,55.626846,50.498566,6.787947,46.177444,92.679657,5.68154,78.681915,83.447357,30.803404,54.922836,48.272583,24.905508,34.571289,54.10965,12.153451,19.178101,94.446045,15.907134,53.498138,83.452271,29.358631,39.672943,55.876678,22.920534,19.99823,59.138367,14.634832,1
205,'2024/04/25 18:10:24:957',7,278.089478,446.835602,0.001022,47.809738,5.810059,1.899344,96.267227,16.683807,4.592981,113.607681,57.407227,8.9082,95.59639,89.492279,9.571235,93.270782,79.038788,8.128749,124.322037,79.779846,19.735821,102.645691,49.681122,25.718142,82.796265,46.401978,16.616407,71.265671,89.000366,2.162817,102.408859,83.603149,24.108675,75.226501,47.636963,21.695784,55.265198,49.799805,9.004616,45.390396,95.735352,8.023685,79.400421,82.786041,33.328278,54.461945,46.951904,26.658998,33.805161,53.571259,14.134622,17.955688,97.250153,18.531313,53.519455,83.115051,32.841663,38.754196,54.580444,26.34993,18.678528,58.788818,18.497032,1
206,'2024/04/25 18:10:25:077',7,279.445099,446.520111,0.00102,48.440308,5.937469,1.901468,95.811066,16.477417,4.600015,112.198288,56.231293,9.141225,94.52739,85.613892,11.190371,94.022522,75.854797,8.606727,125.132248,79.869843,20.350929,105.316803,50.891205,29.006624,85.950562,46.2034,21.091461,72.258362,86.083923,2.820177,102.670715,85.104156,24.059113,78.440262,49.094055,24.267069,59.395477,49.415985,12.487303,46.40712,92.850555,7.186332,79.310196,84.618103,32.619717,56.925812,48.259125,27.846767,36.895294,52.40274,15.781976,18.582825,94.356354,17.384701,52.94339,83.997375,31.597101,40.207443,55.50238,26.21055,20.982941,57.608063,18.437119,1
207,'2024/04/25 18:10:25:088',7,279.45163,446.862488,0.000865,48.338837,6.149261,1.946416,96.281403,16.100067,4.669435,112.543991,56.986511,9.030586,93.495987,87.341309,10.245702,93.893433,75.679962,8.048299,125.082733,78.981598,21.28166,103.499908,49.386292,29.11334,83.594604,46.181976,20.155905,72.204315,86.695038,2.220495,102.459534,83.577332,24.78912,76.381622,47.635956,23.842192,57.102493,49.909302,11.558717,46.123245,94.173126,7.895718,78.385574,83.422089,33.420975,54.827072,47.606171,27.541468,34.867126,54.072449,15.179583,17.945587,96.161163,18.337168,52.248871,83.526825,32.035233,38.432693,54.992523,25.793062,18.622284,58.845245,17.795683,1
208,'2024/04/25 18:10:25:201',7,278.448303,446.411621,0.001008,47.041702,5.489197,2.198063,94.813461,16.687592,5.784811,111.855698,57.032074,11.241804,93.236176,88.742279,13.511069,92.8573,77.961426,7.470822,123.123215,81.111511,20.282396,102.86145,52.208221,26.346792,83.837463,48.008698,17.554605,70.986969,88.667419,1.548339,100.786011,85.087158,24.811655,75.484253,48.637054,22.944941,57.005783,49.352692,10.850158,44.962814,95.707672,8.601538,77.232254,83.39505,33.905453,53.715332,46.723419,27.027178,34.269119,52.310272,14.240755,17.198364,97.166534,19.092976,51.323212,83.487976,33.459667,37.560089,54.00827,26.985901,18.549835,57.255646,18.746851,1
209,'2024/04/25 18:10:25:215',7,278.396088,446.878174,0.000792,48.518112,5.108185,2.436308,96.249985,17.566406,4.799881,112.816818,59.13974,8.651244,94.851181,92.68512,8.590217,92.501175,76.836304,8.369728,121.920074,81.040466,19.132204,100.502136,50.426086,23.941334,81.429245,47.0896,13.308002,70.318741,86.917358,2.764388,99.481674,84.86084,23.883038,72.936523,47.596863,22.235352,53.69313,48.898956,9.598767,44.509918,94.339081,6.947561,75.506287,84.461334,33.014088,51.717834,47.497742,27.130207,32.145889,53.127716,14.335176,17.237335,97.222473,16.945162,49.81163,86.181183,31.655476,36.616272,56.872009,25.634523,18.037292,59.585266,17.385838,1
210,'2024/04/25 18:10:25:338',7,278.30481,445.80423,0.000718,47.942368,5.562012,3.98678,96.011612,16.243774,7.126,113.076385,57.411713,11.188765,94.02713,91.043945,10.907974,92.053299,76.293182,5.303929,121.82637,80.847076,23.369356,101.16069,49.634766,29.006527,82.823517,44.798645,18.678806,70.031723,86.045471,0.58553,99.141876,84.652802,26.481932,72.397263,47.664948,24.319122,53.485886,48.587524,11.208178,44.261108,93.164368,8.334035,75.50882,84.720581,34.595634,51.454453,47.787415,28.85252,32.119507,52.659454,16.233393,17.279694,95.987457,17.636799,49.973434,85.846222,32.824299,36.379272,56.537903,26.876307,17.821411,58.647552,18.645367,1
211,'2024/04/25 18:10:25:350',7,278.747742,444.395447,0.00057,48.898102,6.170044,5.497429,96.378403,15.959473,8.458837,113.035721,56.877045,11.862667,95.738052,90.409637,10.917471,92.61264,75.397186,2.447726,121.900406,81.907745,25.26862,100.347595,48.302673,28.832106,82.783859,42.768707,17.317822,70.474182,84.86142,1.298725,97.908035,86.117767,28.191942,71.712921,47.873505,25.296743,54.022186,46.938873,12.153063,45.326584,91.772888,8.995927,73.626755,87.350708,35.607986,51.069016,48.289856,30.586605,33.327728,51.323364,18.456497,19.12204,95.31958,17.187033,48.169769,88.646271,33.279343,35.029129,58.09079,27.75057,18.079895,58.767456,19.594263,1
212,'2024/04/25 18:10:25:468',7,278.794617,444.549591,0.00079,48.870895,6.216461,4.441933,96.515701,17.097809,6.797948,113.076187,58.128143,9.726731,96.079605,90.875,8.231795,93.414139,77.03949,4.288739,122.584702,81.219238,24.641037,100.967377,47.88739,29.335867,82.581512,43.489227,18.033546,71.486221,87.164337,0.001998,99.116058,85.45166,27.397354,72.978287,47.047974,25.235256,54.677216,47.590118,12.014668,45.96875,94.189362,8.448967,75.367447,86.023865,35.339798,52.435867,47.532074,30.03303,33.672577,51.898193,17.28215,19.522308,97.369232,17.269773,49.64769,87.073364,33.833435,36.364395,56.73877,28.184582,18.344696,58.931702,19.768553,1
213,'2024/04/25 18:10:25:476',7,278.549744,443.815277,0.00074,47.538834,6.794556,6.562819,94.474945,15.095245,10.254527,110.489822,55.263977,14.216851,92.45163,86.835907,14.068421,91.798279,73.729248,2.234448,121.60463,81.360565,27.64846,101.082916,48.778809,34.073315,83.056015,42.088928,23.383732,69.871262,83.470642,1.015083,96.959488,86.569183,28.958778,72.00296,48.062744,27.528353,54.363541,46.75647,13.960572,44.228653,90.17746,8.570247,72.430145,87.350403,35.847874,51.011063,48.454102,31.576,33.271103,50.670166,18.934557,17.300903,92.927277,16.598112,46.681656,87.250824,32.575882,34.862274,57.467133,27.605461,18.059601,57.877502,19.188072,1
214,'2024/04/25 18:10:25:615',7,279.460419,443.787781,0.000684,46.920959,7.987885,6.361073,94.229248,12.990356,9.968993,111.576691,53.801941,13.628727,94.120132,88.481354,12.406575,92.075516,71.993439,3.435274,121.629242,80.846619,25.424623,100.411453,48.427185,31.774849,81.795578,42.028198,21.547676,70.413132,82.216217,0.340859,97.353668,86.802124,26.981426,71.202179,47.5242,25.928596,53.142776,46.047058,12.880779,45.155106,89.620087,6.979692,72.770782,88.319214,33.780712,49.751999,48.456299,30.185528,31.612152,50.04892,17.841516,18.645081,93.561707,14.726554,47.085632,89.281281,30.492153,34.06842,58.661407,26.319059,16.934937,58.373749,18.368227,1
215,'2024/04/25 18:10:25:624',7,279.68689,442.651428,0.000798,45.898865,7.194031,6.655506,93.088028,13.348206,11.037161,110.291901,52.706055,15.646146,94.024719,86.198456,15.460778,93.033051,71.338745,2.022655,121.33165,78.921295,27.053125,100.416092,47.305206,31.785519,82.408813,41.341736,20.362104,71.437714,81.440643,1.42442,97.424988,84.259277,29.118324,71.440598,45.994812,26.539169,54.035858,45.505981,12.408529,45.878098,88.737518,9.21646,73.040909,85.528137,36.457569,50.158981,46.648041,31.496134,32.499374,49.230927,18.375496,19.090668,92.355469,17.458252,47.326279,86.501953,33.924339,34.369202,56.425903,28.769314,17.512787,56.963898,20.070871,1
216,'2024/04/25 18:10:25:745',7,279.615234,443.469177,0.000877,46.80722,6.896423,6.376238,93.490692,15.294434,10.557253,109.390457,55.2117,15.126465,94.286102,87.205017,15.257676,93.841492,74.200195,1.667034,122.525208,80.095123,29.023834,101.378113,47.281494,34.154766,83.083054,41.871185,22.288445,71.920334,84.959473,2.101549,98.170151,84.624268,30.869543,72.643204,45.9487,28.830383,55.12677,46.410645,14.854403,45.75943,92.05304,10.285136,73.258301,85.776886,38.439037,50.860474,46.472443,33.693111,32.738312,50.080658,20.557112,18.124908,94.929291,18.873901,47.100449,86.435394,35.987389,34.367294,55.42926,30.875301,16.981506,56.998169,22.237423,1
217,'2024/04/25 18:10:25:755',7,280.554321,444.177094,0.000617,49.840454,5.843353,5.157084,97.070175,16.619141,8.32198,111.928253,57.609497,12.451031,93.299271,89.826447,12.845866,92.802643,76.675385,2.776761,121.661469,83.082001,26.766787,100.769836,49.017792,30.93796,83.689316,42.30542,18.855433,70.373886,86.197906,1.487781,97.064804,89.102203,30.21015,72.578735,49.089539,27.211063,55.751144,46.630951,13.121896,44.784348,92.793732,9.851507,72.019058,90.878662,38.197674,51.37616,49.467407,33.171162,34.289551,50.565094,20.354139,17.759094,95.528229,18.611914,46.179398,92.023407,35.441189,35.163757,59.999298,29.948359,19.227661,58.716064,21.18516,1
218,'2024/04/25 18:10:25:877',7,281.121368,442.834076,0.000314,50.704163,6.525238,4.455584,96.465942,16.613312,6.269724,110.615479,56.39389,9.536233,92.886902,85.532166,10.264199,92.40593,75.311401,5.733224,122.613449,83.351837,25.347221,102.48851,50.325745,32.942051,84.204361,42.776825,22.145103,70.478745,85.119843,1.715832,97.611237,89.886597,26.766079,75.452026,49.661743,26.064838,58.305115,45.713806,12.156326,45.285965,91.419952,6.644191,72.983643,91.614838,34.650421,54.609879,50.167542,31.479284,37.337753,49.366821,18.750568,18.556274,93.726959,15.227003,47.012222,92.283203,32.191814,38.148926,61.126038,28.192701,22.687042,58.624725,19.577221,1
219,'2024/04/25 18:10:25:886',7,281.619629,443.067841,0.000174,50.562973,7.205475,4.579318,97.240326,15.224274,6.211481,112.908966,55.206085,9.316904,95.851425,85.291748,10.008729,91.819138,75.953766,6.483563,122.165192,83.836121,23.100517,101.840179,50.724854,30.515097,83.766464,42.874451,20.507021,69.785248,85.668213,2.632905,96.902649,89.993042,24.768538,73.776062,49.478546,24.085526,56.584991,45.162598,11.207117,44.852402,92.15506,5.430462,71.540451,92.121185,32.221481,52.509842,50.409363,29.206541,35.670029,49.652344,17.490242,18.207153,94.805267,13.884243,45.541443,93.164429,29.927597,36.098251,61.792786,25.822226,21.03125,59.170868,17.516687,1
220,'2024/04/25 18:10:28:003',8,319.487366,246.456024,-0.000577,68.493805,2.259613,3.921578,125.559296,26.116776,5.057764,164.168625,62.063644,7.569236,194.004837,89.758545,10.052849,130.257385,82.291275,7.779577,156.407333,116.857773,7.116768,134.448975,78.503815,12.579459,119.651108,61.131912,8.23943,104.252319,97.37291,5.662925,127.783142,127.592888,12.846247,98.741455,72.83403,19.376705,80.917099,60.323181,15.627867,73.318451,109.383453,1.102343,93.041168,135.02301,16.365414,69.697357,81.097137,20.640574,54.110535,69.036728,15.54341,36.864227,119.524536,3.434794,58.884125,135.705399,16.216909,49.306976,95.812531,17.397133,33.937317,83.470154,11.694977,1
221,'2024/04/25 18:10:28:014',8,319.552643,246.381409,-0.000545,66.999786,2.329269,4.684992,124.527817,25.69722,6.367328,163.593079,61.110077,9.259333,194.265045,89.056549,11.969363,130.64035,83.712387,6.835759,155.011993,117.525787,7.874811,133.649963,79.030975,13.106977,119.339386,61.136139,9.001513,104.465363,98.86116,4.891723,126.928635,127.929016,13.722596,98.144226,72.947067,20.152155,80.657074,59.853806,16.593107,73.445465,110.679657,0.426387,92.393173,134.763443,17.259388,69.195618,80.615967,21.370333,53.91864,68.197922,16.256838,37.027527,120.345642,4.100369,58.50882,135.374832,17.090065,49.031921,95.260315,18.180588,34.054291,82.685364,12.492959,1
222,'2024/04/25 18:10:28:170',8,319.713043,246.886749,-0.0005,66.969803,2.177628,4.878583,124.24913,25.798096,6.899147,163.056763,62.141907,10.086695,192.721634,91.798248,12.880967,130.504883,84.553955,6.061718,155.260315,117.608566,8.902411,133.77243,78.412048,13.711826,119.151398,60.252884,9.33074,103.821045,99.68013,4.128856,126.732086,127.774551,14.772691,98.271667,72.165787,20.687925,80.960297,59.068344,16.883221,72.417252,111.228531,0.343613,91.928162,134.1689,18.177208,69.022461,79.732483,21.707628,53.933563,67.566452,16.363539,35.996582,120.468773,4.892526,57.774719,134.647186,17.79878,48.370789,94.142273,18.460793,33.55249,81.543396,12.657519,1
223,'2024/04/25 18:10:28:189',8,319.305603,248.233109,-0.000467,66.753281,1.855865,4.265505,123.468231,25.776398,6.403952,162.378723,62.013062,9.715625,193.16806,91.767731,12.57681,128.115631,83.925537,5.60193,153.422958,117.459869,8.484845,133.20285,78.599457,12.79773,118.722458,60.385208,8.802385,101.529251,98.902618,3.409811,124.999481,127.980415,14.867833,98.028427,72.403,20.744692,80.537659,58.775116,17.808739,70.19902,110.744644,1.176372,90.548386,134.750412,18.341999,68.627029,80.370499,21.891508,53.028839,67.460037,17.270288,33.996887,120.15686,5.788721,56.02536,135.548843,18.046917,47.291107,95.06131,18.78454,32.23468,81.436966,13.72059,1
224,'2024/04/25 18:10:28:325',8,319.305603,248.233109,-0.000467,66.753281,1.855865,4.265505,123.468231,25.776398,6.403952,162.378723,62.013062,9.715625,193.16806,91.767731,12.57681,128.115631,83.925537,5.60193,153.422958,117.459869,8.484845,133.20285,78.599457,12.79773,118.722458,60.385208,8.802385,101.529251,98.902618,3.409811,124.999481,127.980415,14.867833,98.028427,72.403,20.744692,80.537659,58.775116,17.808739,70.19902,110.744644,1.176372,90.548386,134.750412,18.341999,68.627029,80.370499,21.891508,53.028839,67.460037,17.270288,33.996887,120.15686,5.788721,56.02536,135.548843,18.046917,47.291107,95.06131,18.78454,32.23468,81.436966,13.72059,1
225,'2024/04/25 18:10:28:358',8,320.129211,249.08699,-0.000489,67.243042,1.397064,3.750513,123.825928,27.29454,5.74281,162.639893,63.500488,8.908909,194.276276,93.376266,11.323382,127.499527,87.16066,5.891842,151.421173,119.842209,7.927881,130.624222,79.074417,11.444147,116.890594,60.610245,6.792103,100.449173,101.619263,3.509584,122.883072,128.758209,14.385163,96.148605,71.786194,19.397707,79.800629,59.263443,15.949971,69.03746,112.821655,1.229395,89.319229,135.142578,18.10264,67.525452,79.890518,20.918875,52.636261,68.179871,15.889395,33.02182,121.778809,5.957142,55.652649,136.268875,18.177572,46.725952,94.760559,18.401777,31.511993,81.776855,12.915915,1
226,'2024/04/25 18:10:28:472',8,320.765503,249.597366,-0.000426,66.973373,1.258057,3.943008,123.74382,27.651443,5.532254,163.060822,64.146591,8.367008,195.117584,93.856064,10.544006,127.535339,85.723999,7.701478,152.346939,118.627014,5.54176,132.022263,79.523071,9.299768,117.786316,62.025436,5.025246,100.789246,100.353729,5.64233,124.039917,128.97467,11.824582,97.602066,72.835388,17.090313,80.171814,59.613937,13.653493,69.563202,111.686386,1.119678,90.40477,135.660767,15.654649,68.84613,80.852661,18.878036,53.01944,67.944809,13.977222,33.834961,120.650574,3.392669,56.460938,136.929855,15.170073,47.723602,96.106155,15.629991,32.172272,81.960571,10.422807,1
227,'2024/04/25 18:10:28:488',8,321.435394,248.56041,-0.000547,67.241562,1.798737,3.539479,123.917542,25.857376,5.298515,163.472,61.710007,8.366562,194.183563,91.394638,10.720691,127.335709,84.080414,6.800451,154.670502,117.430374,6.25735,134.187408,78.695831,9.46882,119.842667,61.356491,4.855149,100.965698,99.013962,4.368725,126.574554,128.001831,12.945925,99.930023,72.748901,17.857462,82.826965,60.116455,14.435805,70.207489,110.660217,0.387048,92.760239,134.993225,16.637995,70.929504,80.895828,19.459726,55.320892,68.815094,14.58023,34.749268,120.002548,5.16721,58.737915,135.808121,16.703259,49.70578,95.045441,16.985418,33.959534,81.833069,11.754041,1
228,'2024/04/25 18:10:28:595',8,322.022919,248.850632,-0.000566,68.48671,2.115921,3.315177,124.958954,25.322632,4.801602,164.864426,61.627075,7.645576,195.795456,92.05896,9.831984,127.774475,83.726685,7.57177,154.352829,118.182388,5.307292,133.83107,79.251007,8.734998,119.385681,61.160828,4.289199,101.482101,98.59082,5.203934,125.986725,128.763031,11.915697,99.646011,73.075348,17.11516,82.403244,59.334518,13.939712,70.821198,110.159576,0.527118,92.21405,135.700287,15.669207,70.540985,81.059006,18.939318,54.958435,67.847565,14.388185,35.489685,119.749619,4.131723,58.619904,136.828049,15.706278,49.895905,96.054626,16.240934,34.474426,81.821701,11.222388,1
229,'2024/04/25 18:10:28:607',8,320.961639,249.039948,-0.000551,66.677765,1.957352,4.027028,123.255035,25.5737,6.078213,162.777908,61.974609,9.27879,194.492859,92.755997,11.734819,128.922012,82.84346,6.641695,154.543793,116.390961,6.211836,134.299149,78.191544,9.536835,119.830109,60.689835,5.369279,102.517624,97.775558,4.517883,126.24913,127.055313,12.704985,99.486252,71.72583,17.930872,81.834732,58.675522,15,71.540314,109.662308,0.024153,92.388916,134.155212,16.474623,70.330521,79.95874,19.632885,54.412323,67.239471,15.097137,35.895447,119.439209,4.479003,58.197815,135.790802,16.193989,48.752563,95.135696,16.814949,32.997711,81.191559,12.072077,1
230,'2024/04/25 18:10:28:724',8,320.961639,249.039948,-0.000551,66.677765,1.957352,4.027028,123.255035,25.5737,6.078213,162.777908,61.974609,9.27879,194.492859,92.755997,11.734819,128.922012,82.84346,6.641695,154.543793,116.390961,6.211836,134.299149,78.191544,9.536835,119.830109,60.689835,5.369279,102.517624,97.775558,4.517883,126.24913,127.055313,12.704985,99.486252,71.72583,17.930872,81.834732,58.675522,15,71.540314,109.662308,0.024153,92.388916,134.155212,16.474623,70.330521,79.95874,19.632885,54.412323,67.239471,15.097137,35.895447,119.439209,4.479003,58.197815,135.790802,16.193989,48.752563,95.135696,16.814949,32.997711,81.191559,12.072077,1
231,'2024/04/25 18:10:28:733',8,320.606537,249.062225,-0.000535,66.830917,1.576447,3.407981,122.937485,26.123352,4.765161,162.094009,61.97049,7.388382,193.722061,91.412674,9.29958,127.67543,82.595795,8.330825,152.524002,116.266754,4.101488,132.457367,78.053421,7.666273,118.506226,60.893326,3.62378,101.632309,96.852234,6.223167,124.637756,126.593895,10.538672,98.358521,71.535141,16.057312,81.225769,58.440186,13.196249,70.906479,108.195541,1.766335,91.020126,133.321365,14.41614,69.306564,79.377014,17.958082,53.798645,66.522659,13.526996,35.31308,117.537766,2.650373,56.852417,134.56958,14.143881,47.619354,94.453522,14.930037,32.306488,80.578156,10.21555,1
232,'2024/04/25 18:10:28:861',8,323.812225,249.05127,-0.000547,64.866486,3.478882,4.005993,122.450577,23.596939,6.063247,162.944427,58.119339,9.346687,197.857727,86.36673,11.657517,132.340942,82.713257,6.968504,156.058502,113.37674,6.745743,136.318146,76.3013,10.471478,122.440094,59.408081,6.657462,106.013657,97.728607,4.728811,128.847748,122.268494,12.913617,101.272812,68.123413,18.024384,84.695786,56.624191,14.870359,75.016876,110.013779,0.08145,95.973465,129.14035,17.067066,72.220016,75.725739,19.825327,56.604401,64.734039,14.809523,39.418579,119.806763,4.868388,61.511993,132.244461,17.661604,51.139069,91.493622,17.861715,36.082001,79.074966,12.409326,1
233,'2024/04/25 18:10:28:869',8,323.100952,250.582092,-0.00031,65.224854,2.849976,3.947406,123.015808,24.413803,5.949081,163.467819,59.288162,9.281643,196.428894,88.467834,11.647838,132.267654,85.781326,7.408963,156.989059,115.473465,6.666965,137.165421,76.713928,10.392119,122.20845,58.724701,6.274593,105.783234,100.582321,5.040853,129.206451,124.660164,13.098615,102.123077,68.844391,18.099895,84.905594,56.577652,14.661798,74.350662,111.959839,0.019177,95.171204,130.04129,17.382286,72.246918,75.395187,19.924524,56.444916,64.041687,14.582047,38.273773,120.652191,5.011356,60.121765,132.408539,17.639151,50.585907,91.101608,17.639154,35.805603,78.232773,12.024898,1
234,'2024/04/25 18:10:28:997',8,325.295471,249.799118,-0.00041,64.725647,4.211014,4.602626,122.779907,22.037842,6.799615,162.980804,57.237091,10.151375,195.152634,87.468124,12.62649,135.49234,82.453003,6.903816,161.7034,111.615753,7.382562,141.341019,74.512146,11.385605,125.395248,57.215179,7.374831,108.992844,98.140869,4.806425,133.775085,122.200111,13.447597,105.788086,67.569672,18.582251,88.266739,55.324661,15.088621,77.564407,110.365051,0.009507,99.195175,128.286133,17.356712,75.378265,74.476303,19.914179,59.481384,63.06279,14.515401,41.545441,119.757294,4.867653,63.472595,130.991364,17.582767,52.990265,90.126419,17.63682,38.301788,77.285736,11.964244,1
